id,id href,dark,notice,notice 2,notice 3,notice 4,ProblemRating
1616E,https://codeforces.com/problemset/problem/1616/E,,brute force,data structures,greedy,strings,2200
1616D,https://codeforces.com/problemset/problem/1616/D,Keep the Average High,dp,greedy,math,,2000
1616C,https://codeforces.com/problemset/problem/1616/C,,brute force,geometry,implementation,math,1500
1616B,https://codeforces.com/problemset/problem/1616/B,Mirror in the String,greedy,strings,,,1100
1616A,https://codeforces.com/problemset/problem/1616/A,,implementation,,,,800
1615H,https://codeforces.com/problemset/problem/1615/H,Reindeer Games,binary search,constructive algorithms,data structures,divide and conquer,3000
1615G,https://codeforces.com/problemset/problem/1615/G,,constructive algorithms,graph matchings,,,3300
1615F,https://codeforces.com/problemset/problem/1615/F,LEGOndary Grandmaster,combinatorics,dp,math,,2800
1615E,https://codeforces.com/problemset/problem/1615/E,,data structures,dfs and similar,games,graphs,2400
1615D,https://codeforces.com/problemset/problem/1615/D,X(or)-mas Tree,bitmasks,dfs and similar,dsu,graphs,2200
1615C,https://codeforces.com/problemset/problem/1615/C,,brute force,graphs,greedy,math,1600
1615B,https://codeforces.com/problemset/problem/1615/B,And It's Non-Zero,bitmasks,greedy,math,,1300
1615A,https://codeforces.com/problemset/problem/1615/A,,greedy,math,,,800
1614E,https://codeforces.com/problemset/problem/1614/E,Divan and a Cottage,binary search,data structures,,,2600
1614D2,https://codeforces.com/problemset/problem/1614/D2,,dp,number theory,,,2300
1614D1,https://codeforces.com/problemset/problem/1614/D1,Divan and Kostomuksha (easy version),dp,number theory,,,2100
1614C,https://codeforces.com/problemset/problem/1614/C,,bitmasks,combinatorics,constructive algorithms,dp,1500
1614B,https://codeforces.com/problemset/problem/1614/B,Divan and a New Project,constructive algorithms,sortings,,,1000
1614A,https://codeforces.com/problemset/problem/1614/A,,brute force,constructive algorithms,greedy,,800
1613F,https://codeforces.com/problemset/problem/1613/F,Tree Coloring,combinatorics,divide and conquer,fft,,2600
1613E,https://codeforces.com/problemset/problem/1613/E,,dfs and similar,graphs,,,2000
1613D,https://codeforces.com/problemset/problem/1613/D,MEX Sequences,dp,math,,,1900
1613C,https://codeforces.com/problemset/problem/1613/C,,binary search,,,,1200
1613B,https://codeforces.com/problemset/problem/1613/B,Absent Remainder,greedy,implementation,sortings,,1000
1613A,https://codeforces.com/problemset/problem/1613/A,,implementation,math,,,900
1612G,https://codeforces.com/problemset/problem/1612/G,Max Sum Array,combinatorics,constructive algorithms,greedy,sortings,2500
1612F,https://codeforces.com/problemset/problem/1612/F,,brute force,dp,greedy,shortest paths,2800
1612E,https://codeforces.com/problemset/problem/1612/E,Messages,brute force,dp,greedy,probabilities,2000
1612D,https://codeforces.com/problemset/problem/1612/D,,math,number theory,,,1600
1612C,https://codeforces.com/problemset/problem/1612/C,Chat Ban,binary search,math,,,1300
1612B,https://codeforces.com/problemset/problem/1612/B,,constructive algorithms,greedy,,,900
1612A,https://codeforces.com/problemset/problem/1612/A,Distance,brute force,constructive algorithms,,,800
1611G,https://codeforces.com/problemset/problem/1611/G,,data structures,graph matchings,greedy,,2500
1611F,https://codeforces.com/problemset/problem/1611/F,ATM and Students,binary search,data structures,two pointers,,1800
1611E2,https://codeforces.com/problemset/problem/1611/E2,,dfs and similar,dp,greedy,shortest paths,1900
1611E1,https://codeforces.com/problemset/problem/1611/E1,Escape The Maze (easy version),dfs and similar,greedy,shortest paths,trees,1700
1611D,https://codeforces.com/problemset/problem/1611/D,,constructive algorithms,trees,,,1500
1611C,https://codeforces.com/problemset/problem/1611/C,Polycarp Recovers the Permutation,constructive algorithms,,,,1000
1611B,https://codeforces.com/problemset/problem/1611/B,,binary search,constructive algorithms,math,,800
1611A,https://codeforces.com/problemset/problem/1611/A,Make Even,constructive algorithms,math,,,800
1610I,https://codeforces.com/problemset/problem/1610/I,,games,trees,,,3100
1610H,https://codeforces.com/problemset/problem/1610/H,Squid Game,data structures,dfs and similar,greedy,trees,3100
1610G,https://codeforces.com/problemset/problem/1610/G,,data structures,greedy,hashing,,3300
1610F,https://codeforces.com/problemset/problem/1610/F,Mashtali: a Space Oddysey,constructive algorithms,dfs and similar,graphs,,3000
1610E,https://codeforces.com/problemset/problem/1610/E,,binary search,brute force,greedy,implementation,2300
1610D,https://codeforces.com/problemset/problem/1610/D,Not Quite Lee,combinatorics,dp,math,number theory,2000
1610C,https://codeforces.com/problemset/problem/1610/C,,binary search,greedy,,,1600
1610B,https://codeforces.com/problemset/problem/1610/B,Kalindrome Array,greedy,two pointers,,,1100
1610A,https://codeforces.com/problemset/problem/1610/A,,math,,,,900
1609H,https://codeforces.com/problemset/problem/1609/H,Pushing Robots,,,,,3500
1609G,https://codeforces.com/problemset/problem/1609/G,,data structures,greedy,math,,3000
1609F,https://codeforces.com/problemset/problem/1609/F,Interesting Sections,data structures,divide and conquer,meet-in-the-middle,two pointers,2800
1609E,https://codeforces.com/problemset/problem/1609/E,,bitmasks,data structures,dp,matrices,2400
1609D,https://codeforces.com/problemset/problem/1609/D,Social Network,dsu,graphs,greedy,implementation,1600
1609C,https://codeforces.com/problemset/problem/1609/C,,binary search,dp,implementation,number theory,1400
1609B,https://codeforces.com/problemset/problem/1609/B,William the Vigilant,implementation,strings,,,1100
1609A,https://codeforces.com/problemset/problem/1609/A,,greedy,implementation,math,number theory,900
1608G,https://codeforces.com/problemset/problem/1608/G,Alphabetic Tree,binary search,data structures,dfs and similar,hashing,3500
1608F,https://codeforces.com/problemset/problem/1608/F,,combinatorics,dp,implementation,,3200
1608E,https://codeforces.com/problemset/problem/1608/E,The Cells on the Paper,binary search,implementation,sortings,,2800
1608D,https://codeforces.com/problemset/problem/1608/D,,combinatorics,fft,graphs,math,2400
1608C,https://codeforces.com/problemset/problem/1608/C,Game Master,data structures,dfs and similar,dp,graphs,1700
1608B,https://codeforces.com/problemset/problem/1608/B,,constructive algorithms,greedy,,,1200
1608A,https://codeforces.com/problemset/problem/1608/A,Find Array,constructive algorithms,math,,,800
1607H,https://codeforces.com/problemset/problem/1607/H,,greedy,sortings,two pointers,,2200
1607G,https://codeforces.com/problemset/problem/1607/G,Banquet Preparations 1,greedy,,,,2200
1607F,https://codeforces.com/problemset/problem/1607/F,,brute force,dfs and similar,graphs,implementation,2300
1607E,https://codeforces.com/problemset/problem/1607/E,Robot on the Board 1,implementation,,,,1600
1607D,https://codeforces.com/problemset/problem/1607/D,,greedy,math,sortings,,1300
,,,,,,,
1607C,https://codeforces.com/problemset/problem/1607/C,Minimum Extraction,brute force,sortings,,,1000
1607B,https://codeforces.com/problemset/problem/1607/B,,math,,,,900
1607A,https://codeforces.com/problemset/problem/1607/A,Linear Keyboard,implementation,strings,,,800
1606F,https://codeforces.com/problemset/problem/1606/F,,brute force,dp,trees,,2800
1606E,https://codeforces.com/problemset/problem/1606/E,Arena,combinatorics,dp,math,,2100
1606D,https://codeforces.com/problemset/problem/1606/D,,brute force,constructive algorithms,implementation,sortings,2400
1606C,https://codeforces.com/problemset/problem/1606/C,Banknotes,greedy,number theory,,,1400
1606B,https://codeforces.com/problemset/problem/1606/B,,greedy,implementation,math,,1100
1606A,https://codeforces.com/problemset/problem/1606/A,AB Balance,strings,,,,900
1605F,https://codeforces.com/problemset/problem/1605/F,,combinatorics,dp,,,2900
1605E,https://codeforces.com/problemset/problem/1605/E,Array Equalizer,binary search,greedy,implementation,math,2400
1605D,https://codeforces.com/problemset/problem/1605/D,,bitmasks,constructive algorithms,dfs and similar,games,2100
1605C,https://codeforces.com/problemset/problem/1605/C,Dominant Character,brute force,greedy,implementation,strings,1400
1605B,https://codeforces.com/problemset/problem/1605/B,,greedy,sortings,,,1000
1605A,https://codeforces.com/problemset/problem/1605/A,A.M. Deviation,math,number theory,,,800
1604B,https://codeforces.com/problemset/problem/1604/B,,,,,,1100
1604A,https://codeforces.com/problemset/problem/1604/A,Era,greedy,,,,800
1603F,https://codeforces.com/problemset/problem/1603/F,,combinatorics,dp,implementation,math,2700
1603E,https://codeforces.com/problemset/problem/1603/E,A Perfect Problem,combinatorics,dp,math,,3200
1603D,https://codeforces.com/problemset/problem/1603/D,,divide and conquer,dp,number theory,,3000
1603C,https://codeforces.com/problemset/problem/1603/C,Extreme Extension,dp,greedy,math,number theory,2300
1603B,https://codeforces.com/problemset/problem/1603/B,,constructive algorithms,math,number theory,,1600
1603A,https://codeforces.com/problemset/problem/1603/A,Di-visible Confusion,constructive algorithms,math,number theory,,1300
1602B,https://codeforces.com/problemset/problem/1602/B,,constructive algorithms,implementation,,,1100
1602A,https://codeforces.com/problemset/problem/1602/A,Two Subsequences,implementation,,,,800
1601F,https://codeforces.com/problemset/problem/1601/F,,binary search,dfs and similar,math,meet-in-the-middle,3400
1601E,https://codeforces.com/problemset/problem/1601/E,Phys Ed Online,data structures,dp,greedy,,2900
1601D,https://codeforces.com/problemset/problem/1601/D,,data structures,dp,greedy,sortings,2700
1601C,https://codeforces.com/problemset/problem/1601/C,Optimal Insertion,data structures,divide and conquer,dp,greedy,2300
1601B,https://codeforces.com/problemset/problem/1601/B,,data structures,dfs and similar,dp,graphs,1900
1601A,https://codeforces.com/problemset/problem/1601/A,Array Elimination,bitmasks,greedy,math,number theory,1300
1600J,https://codeforces.com/problemset/problem/1600/J,,bitmasks,dfs and similar,,,1400
1600F,https://codeforces.com/problemset/problem/1600/F,Party Organization,brute force,math,probabilities,,2300
1600E,https://codeforces.com/problemset/problem/1600/E,,games,greedy,two pointers,,1900
1599J,https://codeforces.com/problemset/problem/1599/J,Bob's Beautiful Array,bitmasks,brute force,greedy,,2600
1599I,https://codeforces.com/problemset/problem/1599/I,,data structures,graphs,,,2700
1599H,https://codeforces.com/problemset/problem/1599/H,Hidden Fortress,interactive,math,,,2100
1599G,https://codeforces.com/problemset/problem/1599/G,,brute force,geometry,math,shortest paths,2700
1599F,https://codeforces.com/problemset/problem/1599/F,Mars,hashing,,,,2700
1599E,https://codeforces.com/problemset/problem/1599/E,,data structures,matrices,,,3200
1599D,https://codeforces.com/problemset/problem/1599/D,Bubble Popping,,,,,3200
1599C,https://codeforces.com/problemset/problem/1599/C,,combinatorics,math,probabilities,ternary search,2000
1599B,https://codeforces.com/problemset/problem/1599/B,Restaurant Game,,,,,3100
1599A,https://codeforces.com/problemset/problem/1599/A,,constructive algorithms,greedy,two pointers,,2600
1598G,https://codeforces.com/problemset/problem/1598/G,The Sum of Good Numbers,hashing,math,string suffix structures,strings,3200
1598F,https://codeforces.com/problemset/problem/1598/F,,binary search,bitmasks,brute force,data structures,2400
1598E,https://codeforces.com/problemset/problem/1598/E,Staircases,brute force,combinatorics,data structures,dfs and similar,2100
1598D,https://codeforces.com/problemset/problem/1598/D,,combinatorics,data structures,geometry,implementation,1700
1598C,https://codeforces.com/problemset/problem/1598/C,Delete Two Elements,data structures,dp,implementation,math,1200
1598B,https://codeforces.com/problemset/problem/1598/B,,brute force,implementation,,,1000
1598A,https://codeforces.com/problemset/problem/1598/A,Computer Game,brute force,dfs and similar,dp,implementation,800
1594F,https://codeforces.com/problemset/problem/1594/F,,constructive algorithms,math,,,2400
1594E2,https://codeforces.com/problemset/problem/1594/E2,Rubik's Cube Coloring (hard version),brute force,dp,implementation,math,2300
1594E1,https://codeforces.com/problemset/problem/1594/E1,,combinatorics,math,,,1300
1594D,https://codeforces.com/problemset/problem/1594/D,The Number of Imposters,constructive algorithms,dfs and similar,dp,dsu,1700
1594C,https://codeforces.com/problemset/problem/1594/C,,brute force,greedy,math,strings,1200
1594B,https://codeforces.com/problemset/problem/1594/B,Special Numbers,bitmasks,math,,,1100
1594A,https://codeforces.com/problemset/problem/1594/A,,math,,,,800
1593G,https://codeforces.com/problemset/problem/1593/G,Changing Brackets,constructive algorithms,data structures,dp,greedy,2200
1593F,https://codeforces.com/problemset/problem/1593/F,,dfs and similar,dp,implementation,math,2100
1593E,https://codeforces.com/problemset/problem/1593/E,Gardener and Tree,brute force,data structures,dfs and similar,greedy,1600
1593D2,https://codeforces.com/problemset/problem/1593/D2,,brute force,math,number theory,,1900
1593D1,https://codeforces.com/problemset/problem/1593/D1,All are Same,math,number theory,,,1100
1593C,https://codeforces.com/problemset/problem/1593/C,,binary search,greedy,greedy,,1000
1593B,https://codeforces.com/problemset/problem/1593/B,Make it Divisible by 25,dfs and similar,dp,greedy,math,900
1593A,https://codeforces.com/problemset/problem/1593/A,,math,,,,800
1592F2,https://codeforces.com/problemset/problem/1592/F2,Alice and Recoloring 2,constructive algorithms,flows,graph matchings,greedy,2800
1592F1,https://codeforces.com/problemset/problem/1592/F1,,constructive algorithms,greedy,,,2600
1592E,https://codeforces.com/problemset/problem/1592/E,Bored Bakry,bitmasks,greedy,math,two pointers,2400
1592D,https://codeforces.com/problemset/problem/1592/D,,binary search,dfs and similar,implementation,interactive,2300
1592C,https://codeforces.com/problemset/problem/1592/C,Bakry and Partitioning,bitmasks,constructive algorithms,dfs and similar,dp,1700
1592B,https://codeforces.com/problemset/problem/1592/B,,constructive algorithms,dsu,math,sortings,1200
1592A,https://codeforces.com/problemset/problem/1592/A,Gamer Hemose,binary search,greedy,math,sortings,800
1588F,https://codeforces.com/problemset/problem/1588/F,,binary search,data structures,graphs,two pointers,3500
1586I,https://codeforces.com/problemset/problem/1586/I,Omkar and Mosaic,combinatorics,constructive algorithms,math,,3500
1585G,https://codeforces.com/problemset/problem/1585/G,,dp,games,graphs,trees,2500
1585F,https://codeforces.com/problemset/problem/1585/F,Non-equal Neighbours,combinatorics,dp,math,,2400
1585E,https://codeforces.com/problemset/problem/1585/E,,data structures,dfs and similar,trees,,2400
1585D,https://codeforces.com/problemset/problem/1585/D,Yet Another Sorting Problem,data structures,math,,,1900
1585C,https://codeforces.com/problemset/problem/1585/C,,greedy,,,,1300
1585B,https://codeforces.com/problemset/problem/1585/B,Array Eversion,greedy,,,,900
1585A,https://codeforces.com/problemset/problem/1585/A,,implementation,,,,800
1584G,https://codeforces.com/problemset/problem/1584/G,Eligible Segments,geometry,,,,3200
1584F,https://codeforces.com/problemset/problem/1584/F,,bitmasks,dp,graphs,greedy,2600
1584E,https://codeforces.com/problemset/problem/1584/E,Game with Stones,binary search,data structures,games,greedy,2300
1584D,https://codeforces.com/problemset/problem/1584/D,,binary search,combinatorics,interactive,math,2000
1584C,https://codeforces.com/problemset/problem/1584/C,Two Arrays,greedy,math,sortings,,900
1584B,https://codeforces.com/problemset/problem/1584/B,,greedy,math,,,1000
1584A,https://codeforces.com/problemset/problem/1584/A,Mathematical Addition,math,,,,800
1583H,https://codeforces.com/problemset/problem/1583/H,,data structures,divide and conquer,sortings,trees,3300
1583G,https://codeforces.com/problemset/problem/1583/G,Omkar and Time Travel,data structures,math,,,3000
1583F,https://codeforces.com/problemset/problem/1583/F,,bitmasks,constructive algorithms,divide and conquer,,2500
1583E,https://codeforces.com/problemset/problem/1583/E,Moment of Bloom,constructive algorithms,dfs and similar,graph matchings,graphs,2200
1583D,https://codeforces.com/problemset/problem/1583/D,,constructive algorithms,greedy,interactive,,1800
1583C,https://codeforces.com/problemset/problem/1583/C,Omkar and Determination,data structures,dp,,,1700
1583B,https://codeforces.com/problemset/problem/1583/B,,constructive algorithms,trees,,,1200
1583A,https://codeforces.com/problemset/problem/1583/A,Windblume Ode,math,number theory,,,800
1582G,https://codeforces.com/problemset/problem/1582/G,,data structures,number theory,,,2600
1582F2,https://codeforces.com/problemset/problem/1582/F2,Korney Korneevich and XOR (hard version),binary search,brute force,dp,greedy,2400
1582F1,https://codeforces.com/problemset/problem/1582/F1,,bitmasks,dp,greedy,,1800
,,,,,,,
1582E,https://codeforces.com/problemset/problem/1582/E,Pchelyonok and Segments,binary search,data structures,dp,greedy,2000
1582D,https://codeforces.com/problemset/problem/1582/D,,constructive algorithms,math,,,1600
1582C,https://codeforces.com/problemset/problem/1582/C,Grandma Capa Knits a Scarf,brute force,data structures,greedy,strings,1200
1582B,https://codeforces.com/problemset/problem/1582/B,,combinatorics,math,,,900
1582A,https://codeforces.com/problemset/problem/1582/A,Luntik and Concerts,math,,,,800
1581B,https://codeforces.com/problemset/problem/1581/B,,constructive algorithms,graphs,greedy,math,1200
1581A,https://codeforces.com/problemset/problem/1581/A,CQXYM Count Permutations,combinatorics,math,number theory,,800
1580F,https://codeforces.com/problemset/problem/1580/F,,combinatorics,fft,math,,3300
1580E,https://codeforces.com/problemset/problem/1580/E,Railway Construction,brute force,constructive algorithms,data structures,graphs,3400
1580D,https://codeforces.com/problemset/problem/1580/D,,brute force,divide and conquer,dp,greedy,2900
1580C,https://codeforces.com/problemset/problem/1580/C,Train Maintenance,brute force,data structures,implementation,,2200
1580B,https://codeforces.com/problemset/problem/1580/B,,brute force,combinatorics,dp,trees,2600
1580A,https://codeforces.com/problemset/problem/1580/A,Portal,brute force,data structures,dp,greedy,1700
1579G,https://codeforces.com/problemset/problem/1579/G,,dp,,,,2200
1579F,https://codeforces.com/problemset/problem/1579/F,Array Stabilization (AND version),brute force,graphs,math,number theory,1700
1579E2,https://codeforces.com/problemset/problem/1579/E2,,data structures,greedy,,,1700
1579E1,https://codeforces.com/problemset/problem/1579/E1,Permutation Minimization by Deque,constructive algorithms,greedy,math,,1000
1579D,https://codeforces.com/problemset/problem/1579/D,,constructive algorithms,graphs,greedy,,1400
1579C,https://codeforces.com/problemset/problem/1579/C,Ticks,greedy,implementation,,,1500
1579B,https://codeforces.com/problemset/problem/1579/B,,implementation,sortings,,,1100
1579A,https://codeforces.com/problemset/problem/1579/A,Casimir's String Solitaire,math,strings,,,800
1578M,https://codeforces.com/problemset/problem/1578/M,,constructive algorithms,interactive,probabilities,,2700
1578L,https://codeforces.com/problemset/problem/1578/L,Labyrinth,binary search,dsu,greedy,,2400
1578K,https://codeforces.com/problemset/problem/1578/K,,brute force,graphs,implementation,,2800
1578J,https://codeforces.com/problemset/problem/1578/J,Just Kingdom,brute force,data structures,dfs and similar,,3100
1578I,https://codeforces.com/problemset/problem/1578/I,,geometry,interactive,,,3300
1578H,https://codeforces.com/problemset/problem/1578/H,Higher Order Functions,implementation,strings,,,1700
1578G,https://codeforces.com/problemset/problem/1578/G,,math,probabilities,,,3500
1578F,https://codeforces.com/problemset/problem/1578/F,Framing Pictures,geometry,,,,2900
1578E,https://codeforces.com/problemset/problem/1578/E,,implementation,math,,,1200
1578D,https://codeforces.com/problemset/problem/1578/D,Dragon Curve,,,,,3200
1578C,https://codeforces.com/problemset/problem/1578/C,,,,,,3500
1578B,https://codeforces.com/problemset/problem/1578/B,Building Forest Trails,data structures,dsu,,,2800
1578A,https://codeforces.com/problemset/problem/1578/A,,constructive algorithms,graphs,shortest paths,,2800
1576A,https://codeforces.com/problemset/problem/1576/A,Communication Routing Challenge,*special problem,,,,
1575M,https://codeforces.com/problemset/problem/1575/M,,data structures,geometry,,,2400
1575L,https://codeforces.com/problemset/problem/1575/L,Longest Array Deconstruction,data structures,divide and conquer,dp,sortings,2100
1575K,https://codeforces.com/problemset/problem/1575/K,,implementation,math,,,2200
1575J,https://codeforces.com/problemset/problem/1575/J,Jeopardy of Dropped Balls,binary search,brute force,dsu,implementation,1500
1575I,https://codeforces.com/problemset/problem/1575/I,,data structures,trees,,,2300
1575H,https://codeforces.com/problemset/problem/1575/H,Holiday Wall Ornaments,dp,strings,,,2200
1575G,https://codeforces.com/problemset/problem/1575/G,,math,number theory,,,2200
1575F,https://codeforces.com/problemset/problem/1575/F,Finding Expected Value,math,,,,2900
1575E,https://codeforces.com/problemset/problem/1575/E,,data structures,trees,,,2600
1575D,https://codeforces.com/problemset/problem/1575/D,Divisible by Twenty-Five,brute force,dfs and similar,dp,,1800
1575C,https://codeforces.com/problemset/problem/1575/C,,data structures,fft,number theory,,3000
1575B,https://codeforces.com/problemset/problem/1575/B,Building an Amusement Park,binary search,geometry,,,2300
1575A,https://codeforces.com/problemset/problem/1575/A,,data structures,sortings,strings,,1100
1574F,https://codeforces.com/problemset/problem/1574/F,Occurrences,combinatorics,dfs and similar,dp,dsu,2700
1574E,https://codeforces.com/problemset/problem/1574/E,,combinatorics,constructive algorithms,implementation,math,2500
1574D,https://codeforces.com/problemset/problem/1574/D,The Strongest Build,binary search,brute force,data structures,dfs and similar,2000
1574C,https://codeforces.com/problemset/problem/1574/C,,binary search,greedy,sortings,ternary search,1300
1574B,https://codeforces.com/problemset/problem/1574/B,Combinatorics Homework,combinatorics,greedy,math,,1100
1574A,https://codeforces.com/problemset/problem/1574/A,,constructive algorithms,,,,800
1573B,https://codeforces.com/problemset/problem/1573/B,Swaps,greedy,math,sortings,,1400
1573A,https://codeforces.com/problemset/problem/1573/A,,greedy,,,,800
1572F,https://codeforces.com/problemset/problem/1572/F,Stations,data structures,,,,3400
1572E,https://codeforces.com/problemset/problem/1572/E,,binary search,dp,geometry,,3000
1572D,https://codeforces.com/problemset/problem/1572/D,Bridge Club,flows,graph matchings,graphs,greedy,2800
1572C,https://codeforces.com/problemset/problem/1572/C,,dp,greedy,,,2700
1572B,https://codeforces.com/problemset/problem/1572/B,Xor of 3,brute force,constructive algorithms,greedy,two pointers,2500
1572A,https://codeforces.com/problemset/problem/1572/A,,binary search,brute force,data structures,dp,1800
1571J,https://codeforces.com/problemset/problem/1571/J,Two Railroads,*special problem,,,,3000
1571I,https://codeforces.com/problemset/problem/1571/I,,*special problem,binary search,data structures,,3200
1571H,https://codeforces.com/problemset/problem/1571/H,Laser Beams,*special problem,geometry,probabilities,,2900
1571G,https://codeforces.com/problemset/problem/1571/G,,*special problem,data structures,dp,,2500
1571F,https://codeforces.com/problemset/problem/1571/F,Kotlinforces,*special problem,constructive algorithms,dp,,2000
1571E,https://codeforces.com/problemset/problem/1571/E,,*special problem,bitmasks,dp,greedy,1700
1571D,https://codeforces.com/problemset/problem/1571/D,Sweepstake,*special problem,brute force,constructive algorithms,implementation,1800
1571C,https://codeforces.com/problemset/problem/1571/C,,*special problem,implementation,,,1800
1571B,https://codeforces.com/problemset/problem/1571/B,Epic Novel,*special problem,math,,,1300
1571A,https://codeforces.com/problemset/problem/1571/A,,*special problem,,,,800
1569F,https://codeforces.com/problemset/problem/1569/F,Palindromic Hamiltonian Path,brute force,dfs and similar,dp,graphs,3000
1569E,https://codeforces.com/problemset/problem/1569/E,,bitmasks,brute force,hashing,implementation,2600
1569D,https://codeforces.com/problemset/problem/1569/D,Inconvenient Pairs,binary search,data structures,implementation,sortings,1900
1569C,https://codeforces.com/problemset/problem/1569/C,,combinatorics,math,,,1500
1569B,https://codeforces.com/problemset/problem/1569/B,Chess Tournament,constructive algorithms,,,,1000
1569A,https://codeforces.com/problemset/problem/1569/A,,implementation,,,,800
1567F,https://codeforces.com/problemset/problem/1567/F,One-Four Overload,2-sat,constructive algorithms,dfs and similar,dsu,2700
1567E,https://codeforces.com/problemset/problem/1567/E,,data structures,divide and conquer,math,,2200
1567D,https://codeforces.com/problemset/problem/1567/D,Expression Evaluation Error,constructive algorithms,greedy,implementation,math,2000
1567C,https://codeforces.com/problemset/problem/1567/C,,bitmasks,combinatorics,dp,math,1600
1567B,https://codeforces.com/problemset/problem/1567/B,MEXor Mixup,bitmasks,greedy,,,1000
1567A,https://codeforces.com/problemset/problem/1567/A,,implementation,strings,,,800
1566H,https://codeforces.com/problemset/problem/1566/H,Xor-quiz,constructive algorithms,dp,interactive,math,3200
1566G,https://codeforces.com/problemset/problem/1566/G,,constructive algorithms,data structures,graphs,greedy,3100
1566F,https://codeforces.com/problemset/problem/1566/F,Points Movement,data structures,dp,greedy,implementation,2600
1566E,https://codeforces.com/problemset/problem/1566/E,,constructive algorithms,dfs and similar,dp,greedy,2000
1566D2,https://codeforces.com/problemset/problem/1566/D2,Seating Arrangements (hard version),data structures,greedy,implementation,sortings,1600
1566D1,https://codeforces.com/problemset/problem/1566/D1,,data structures,greedy,sortings,,1100
1566C,https://codeforces.com/problemset/problem/1566/C,MAX-MEX Cut,bitmasks,constructive algorithms,dp,greedy,1000
1566B,https://codeforces.com/problemset/problem/1566/B,,bitmasks,constructive algorithms,dp,greedy,800
1566A,https://codeforces.com/problemset/problem/1566/A,Median Maximization,binary search,greedy,math,,800
1562F,https://codeforces.com/problemset/problem/1562/F,,interactive,math,number theory,probabilities,2900
1562E,https://codeforces.com/problemset/problem/1562/E,Rescue Niwen!,dp,greedy,string suffix structures,strings,2500
1562D2,https://codeforces.com/problemset/problem/1562/D2,,data structures,math,,,2200
1562D1,https://codeforces.com/problemset/problem/1562/D1,Two Hundred Twenty One (easy version),data structures,dp,math,,1700
1562C,https://codeforces.com/problemset/problem/1562/C,,constructive algorithms,math,,,1500
1562B,https://codeforces.com/problemset/problem/1562/B,Scenes From a Memory,brute force,constructive algorithms,implementation,math,1000
1562A,https://codeforces.com/problemset/problem/1562/A,,greedy,math,,,800
,,,,,,,
1561D1,https://codeforces.com/problemset/problem/1561/D1,Up the Strip (simplified version),brute force,data structures,dp,math,1700
1561C,https://codeforces.com/problemset/problem/1561/C,,binary search,greedy,sortings,,1300
1561A,https://codeforces.com/problemset/problem/1561/A,Simply Strange Sort,brute force,implementation,sortings,,800
1560F2,https://codeforces.com/problemset/problem/1560/F2,,bitmasks,brute force,constructive algorithms,dfs and similar,2100
1560F1,https://codeforces.com/problemset/problem/1560/F1,Nearest Beautiful Number (easy version),binary search,bitmasks,brute force,constructive algorithms,1900
1560E,https://codeforces.com/problemset/problem/1560/E,,binary search,implementation,sortings,strings,1800
1560D,https://codeforces.com/problemset/problem/1560/D,Make a Power of Two,greedy,math,strings,,1300
1560C,https://codeforces.com/problemset/problem/1560/C,,implementation,math,,,800
1560B,https://codeforces.com/problemset/problem/1560/B,Who's Opposite?,math,,,,800
1560A,https://codeforces.com/problemset/problem/1560/A,,implementation,,,,800
1559E,https://codeforces.com/problemset/problem/1559/E,Mocha and Stars,combinatorics,dp,fft,math,2200
1559D2,https://codeforces.com/problemset/problem/1559/D2,,brute force,constructive algorithms,dfs and similar,dsu,2500
1559D1,https://codeforces.com/problemset/problem/1559/D1,Mocha and Diana (Easy Version),brute force,constructive algorithms,dsu,graphs,1400
1559C,https://codeforces.com/problemset/problem/1559/C,,constructive algorithms,graphs,,,1200
1559B,https://codeforces.com/problemset/problem/1559/B,Mocha and Red and Blue,dp,greedy,,,900
1559A,https://codeforces.com/problemset/problem/1559/A,,bitmasks,constructive algorithms,math,,900
1558F,https://codeforces.com/problemset/problem/1558/F,Strange Sort,data structures,sortings,,,3300
1558E,https://codeforces.com/problemset/problem/1558/E,,binary search,dfs and similar,graphs,greedy,3000
1558D,https://codeforces.com/problemset/problem/1558/D,Top-Notch Insertions,combinatorics,data structures,,,2600
1558C,https://codeforces.com/problemset/problem/1558/C,,constructive algorithms,greedy,,,2000
1558B,https://codeforces.com/problemset/problem/1558/B,Up the Strip,brute force,dp,math,number theory,1900
1558A,https://codeforces.com/problemset/problem/1558/A,,brute force,math,,,1300
1557E,https://codeforces.com/problemset/problem/1557/E,Assiut Chess,brute force,constructive algorithms,interactive,,2800
1557D,https://codeforces.com/problemset/problem/1557/D,,data structures,dp,greedy,,2200
1557C,https://codeforces.com/problemset/problem/1557/C,Moamen and XOR,bitmasks,combinatorics,dp,math,1700
1557B,https://codeforces.com/problemset/problem/1557/B,,greedy,sortings,,,1100
1557A,https://codeforces.com/problemset/problem/1557/A,Ezzat and Two Subsequences,brute force,math,sortings,,800
1556H,https://codeforces.com/problemset/problem/1556/H,,graphs,greedy,math,probabilities,3300
1556G,https://codeforces.com/problemset/problem/1556/G,Gates to Another World,bitmasks,data structures,dsu,two pointers,3300
1556F,https://codeforces.com/problemset/problem/1556/F,,bitmasks,combinatorics,dp,graphs,2500
1556E,https://codeforces.com/problemset/problem/1556/E,Equilibrium,data structures,dp,greedy,,2200
